"HAFAS_ID";"RMV_ID";"DHID";"HST_NAME";"NAME_FAHRPLAN";"X_GK3_WERT";"Y_GK3_WERT";"X_WGS84";"Y_WGS84";"LNO";"IST_BAHNHOF";"GUELTIG_AB";"GUELTIG_BIS";"VERBUND_1_ISTGLEICH_RMV";"LAND";"RP";"LANDKREIS";"GEMEINDENAME";"ORTSTEILNAME";"AGS_LAND";"AGS_RP";"AGS_LK";"AGS_G";"AGS_OT"
"3024016";"24016";"de:06432:24016";"Am Hinkelstein";"Alsbach-Hähnlein-Alsbach Am Hinkelstein";"3472256";"5511608";"8,61406241100496";"49,7404366267952";"DADLAND";"0";"01.01.1995";"null";"1";"Hessen";"Darmstadt";"Darmstadt-Dieburg";"Alsbach-Hähnlein";"Alsbach";"06";"4";"32";"001";"010"
"3011252";"11252";"de:06432:11252";"Bahnhof";"Alsbach-Hähnlein-Alsbach Bahnhof";"3471709";"5511538";"8,60647899492128";"49,7397817947072";"DADLAND";"1";"01.01.1995";"null";"1";"Hessen";"Darmstadt";"Darmstadt-Dieburg";"Alsbach-Hähnlein";"Alsbach";"06";"4";"32";"001";"010"
"3024015";"24015";"de:06432:24015";"Beuneweg";"Alsbach-Hähnlein-Alsbach Beuneweg";"3472724";"5512258";"8,62050944974022";"49,7463019605983";"DADLAND";"0";"01.01.1995";"null";"1";"Hessen";"Darmstadt";"Darmstadt-Dieburg";"Alsbach-Hähnlein";"Alsbach";"06";"4";"32";"001";"010"
"3015956";"15956";"de:06432:15956";"Brücke";"Alsbach-Hähnlein-Alsbach Brücke";"3471372";"5511618";"8,6017980032851";"49,740485095938";"DADLAND";"0";"01.01.1995";"null";"1";"Hessen";"Darmstadt";"Darmstadt-Dieburg";"Alsbach-Hähnlein";"Alsbach";"06";"4";"32";"001";"010"
"3024743";"24743";"de:06432:24743";"Im Gehren";"Alsbach-Hähnlein-Alsbach Im Gehren";"3472524";"5511340";"8,61779925801373";"49,7380394377974";"DADLAND";"0";"12.12.2010";"null";"1";"Hessen";"Darmstadt";"Darmstadt-Dieburg";"Alsbach-Hähnlein";"Alsbach";"06";"4";"32";"001";"010"
"3024950";"24950";"de:06432:24950";"In der Pfarrtanne";"Alsbach-Hähnlein In der Pfarrtanne";"3471780";"5511923";"8,60743607812756";"49,7432465266961";"DADLAND";"0";"01.01.1995";"null";"1";"Hessen";"Darmstadt";"Darmstadt-Dieburg";"Alsbach-Hähnlein";"Alsbach";"06";"4";"32";"001";"010"
"3024782";"24782";"de:06432:24782";"Ortsmitte";"Alsbach-Hähnlein-Alsbach Ortsmitte";"3472749";"5512013";"8,6208734536557";"49,7441003859245";"DADLAND";"0";"01.01.1995";"null";"1";"Hessen";"Darmstadt";"Darmstadt-Dieburg";"Alsbach-Hähnlein";"Alsbach";"06";"4";"32";"001";"010"
"3024020";"24020";"de:06432:24020";"Rathaus";"Alsbach-Hähnlein-Alsbach Rathaus";"3472856";"5511699";"8,62237984792418";"49,7412821616201";"DADLAND";"0";"01.01.1995";"null";"1";"Hessen";"Darmstadt";"Darmstadt-Dieburg";"Alsbach-Hähnlein";"Alsbach";"06";"4";"32";"001";"010"
"3015969";"15969";"de:06432:15969";"Rheinstraße";"Alsbach-Hähnlein-Alsbach Rheinstraße";"3471055";"5511351";"8,59742011247746";"49,7380694219387";"DADLAND";"0";"01.01.1995";"null";"1";"Hessen";"Darmstadt";"Darmstadt-Dieburg";"Alsbach-Hähnlein";"Alsbach";"06";"4";"32";"001";"010"
"3024746";"24746";"de:06432:24746";"Im Engpass";"Alsbach-Hähnlein-Hähnlein Im Engpass";"3469431";"5511120";"8,5749097496337";"49,7359122350516";"DADLAND";"0";"12.12.2010";"null";"1";"Hessen";"Darmstadt";"Darmstadt-Dieburg";"Alsbach-Hähnlein";"Hähnlein";"06";"4";"32";"001";"020"
"3024325";"24325";"de:06432:24325";"Neue Schule";"Alsbach-Hähnlein-Hähnlein Neue Schule";"3468975";"5511472";"8,56855629045735";"49,7390535774173";"DADLAND";"0";"01.01.1995";"null";"1";"Hessen";"Darmstadt";"Darmstadt-Dieburg";"Alsbach-Hähnlein";"Hähnlein";"06";"4";"32";"001";"020"
"3024327";"24327";"de:06432:24327";"Waage";"Alsbach-Hähnlein-Hähnlein Waage";"3469331";"5511165";"8,573519050179";"49,7363117215895";"DADLAND";"0";"01.01.1995";"null";"1";"Hessen";"Darmstadt";"Darmstadt-Dieburg";"Alsbach-Hähnlein";"Hähnlein";"06";"4";"32";"001";"020"
"3024928";"24928";"de:06432:24928";"Aschaffenburger Straße";"Babenhausen Aschaffenburger Straße";"3498552";"5535884";"8,97878146066344";"49,9593332815788";"DADLAND";"0";"01.01.1995";"null";"1";"Hessen";"Darmstadt";"Darmstadt-Dieburg";"Babenhausen";"Babenhausen";"06";"4";"32";"002";"010"
"3008563";"8563";"de:06432:8563";"Bahnhof";"Babenhausen Bahnhof";"3497028";"5535735";"8,95754406786803";"49,9579879828495";"DADLAND";"1";"01.01.1995";"null";"1";"Hessen";"Darmstadt";"Darmstadt-Dieburg";"Babenhausen";"Babenhausen";"06";"4";"32";"002";"010"
"3024958";"24958";"de:06432:24958";"Bgm.-Rühl-Straße";"Babenhausen Bürgermeister-Rühl-Straße";"3496917";"5536059";"8,9559945918569";"49,9609003391847";"DADLAND";"0";"01.01.1995";"null";"1";"Hessen";"Darmstadt";"Darmstadt-Dieburg";"Babenhausen";"Babenhausen";"06";"4";"32";"002";"010"
"3022546";"22546";"de:06432:22546";"Bürgermeister-Willand-Straße";"Babenhausen Bürgermeister-Willand-Straße";"3496888";"5536536";"8,95558654397794";"49,9651886566107";"DADLAND";"0";"01.01.1995";"null";"1";"Hessen";"Darmstadt";"Darmstadt-Dieburg";"Babenhausen";"Babenhausen";"06";"4";"32";"002";"010"
"3024697";"24697";"de:06432:24697";"Continental";"Babenhausen Continental";"3496734";"5537218";"8,95343429603392";"49,9713193430822";"DADLAND";"0";"01.01.1995";"null";"1";"Hessen";"Darmstadt";"Darmstadt-Dieburg";"Babenhausen";"Babenhausen";"06";"4";"32";"002";"010"
"3024926";"24926";"de:06432:24926";"Darmstädter Straße";"Babenhausen Darmstädter Straße";"3496645";"5535286";"8,95221064924226";"49,9539491958705";"DADLAND";"0";"01.01.1995";"null";"1";"Hessen";"Darmstadt";"Darmstadt-Dieburg";"Babenhausen";"Babenhausen";"06";"4";"32";"002";"010"
"3024929";"24929";"de:06432:24929";"Elsässer Straße";"Babenhausen Elsässer Straße";"3496965";"5537232";"8,95665421338242";"49,9714464401081";"DADLAND";"0";"01.01.1995";"null";"1";"Hessen";"Darmstadt";"Darmstadt-Dieburg";"Babenhausen";"Babenhausen";"06";"4";"32";"002";"010"
"3024690";"24690";"de:06432:24690";"Frankfurter Straße";"Babenhausen Frankfurter Straße";"3496377";"5537039";"8,94845958599257";"49,9697079685636";"DADLAND";"0";"01.01.1995";"null";"1";"Hessen";"Darmstadt";"Darmstadt-Dieburg";"Babenhausen";"Babenhausen";"06";"4";"32";"002";"010"
"3024882";"24882";"de:06432:24882";"Friedhof";"Babenhausen Friedhof";"3496342";"5536159";"8,94798014249713";"49,9617961166827";"DADLAND";"0";"01.01.1995";"null";"1";"Hessen";"Darmstadt";"Darmstadt-Dieburg";"Babenhausen";"Babenhausen";"06";"4";"32";"002";"010"
"3024861";"24861";"de:06432:24861";"Im Riemen";"Babenhausen Im Riemen";"3496988";"5535126";"8,95699144624509";"49,9525125576241";"DADLAND";"0";"01.01.1995";"null";"1";"Hessen";"Darmstadt";"Darmstadt-Dieburg";"Babenhausen";"Babenhausen";"06";"4";"32";"002";"010"
"3006622";"6622";"de:06432:6622";"Joachim-Schumann-Schule";"Babenhausen Joachim-Schumann-Schule";"3497031";"5536517";"8,95757978982892";"49,9650185721758";"DADLAND";"0";"01.01.1995";"null";"1";"Hessen";"Darmstadt";"Darmstadt-Dieburg";"Babenhausen";"Babenhausen";"06";"4";"32";"002";"010"
"3024504";"24504";"de:06432:24504";"Jürgen-Schumann-Straße";"Babenhausen Jürgen-Schumann-Straße";"3497494";"5537451";"8,96402679678606";"49,9734178374472";"DADLAND";"0";"01.01.1995";"null";"1";"Hessen";"Darmstadt";"Darmstadt-Dieburg";"Babenhausen";"Babenhausen";"06";"4";"32";"002";"010"
"3024034";"24034";"de:06432:24034";"Kaisergärten";"Babenhausen Kaisergärten";"3498025";"5535851";"8,97143732870433";"49,9590350590624";"DADLAND";"0";"15.12.2024";"null";"1";"Hessen";"Darmstadt";"Darmstadt-Dieburg";"Babenhausen";"Babenhausen";"06";"4";"32";"002";"010"
"3015873";"15873";"de:06432:15873";"Kaserne";"Babenhausen Kaserne";"3497712";"5535850";"8,96707537509418";"49,959024936372";"DADLAND";"0";"01.01.1995";"null";"1";"Hessen";"Darmstadt";"Darmstadt-Dieburg";"Babenhausen";"Babenhausen";"06";"4";"32";"002";"010"
"3015475";"15475";"de:06432:15475";"Ludwigstraße";"Babenhausen Ludwigstraße";"3496589";"5536401";"8,95142036314571";"49,9639732917468";"DADLAND";"0";"01.01.1995";"null";"1";"Hessen";"Darmstadt";"Darmstadt-Dieburg";"Babenhausen";"Babenhausen";"06";"4";"32";"002";"010"
"3024883";"24883";"de:06432:24883";"Luisenstraße";"Babenhausen Luisenstraße";"3496130";"5536336";"8,94502375672594";"49,9633860889399";"DADLAND";"0";"01.01.1995";"null";"1";"Hessen";"Darmstadt";"Darmstadt-Dieburg";"Babenhausen";"Babenhausen";"06";"4";"32";"002";"010"
"3006621";"6621";"de:06432:6621";"Stadthalle";"Babenhausen Stadthalle";"3496795";"5536034";"8,95429454753529";"49,9606749284205";"DADLAND";"0";"01.01.1995";"null";"1";"Hessen";"Darmstadt";"Darmstadt-Dieburg";"Babenhausen";"Babenhausen";"06";"4";"32";"002";"010"
"3024512";"24512";"de:06432:24512";"Lärchenweg";"Babenhausen-Harpertshausen Lärchenweg";"3493989";"5532143";"8,91524984161949";"49,925671009148";"DADLAND";"0";"01.01.1995";"null";"1";"Hessen";"Darmstadt";"Darmstadt-Dieburg";"Babenhausen";"Harpertshausen";"06";"4";"32";"002";"020"
"3024924";"24924";"de:06432:24924";"Linde";"Babenhausen-Harpertshausen Linde";"3493927";"5532238";"8,91438490702909";"49,926524482132";"DADLAND";"0";"01.01.1995";"null";"1";"Hessen";"Darmstadt";"Darmstadt-Dieburg";"Babenhausen";"Harpertshausen";"06";"4";"32";"002";"020"
"3024292";"24292";"de:06432:24292";"Harreshausen";"Babenhausen-Harreshausen";"3498802";"5537074";"8,98226168520231";"49,9700325439371";"DADLAND";"0";"01.01.1995";"null";"1";"Hessen";"Darmstadt";"Darmstadt-Dieburg";"Babenhausen";"Harreshausen";"06";"4";"32";"002";"030"
"3011261";"11261";"de:06432:11261";"Bahnhof";"Babenhausen-Hergershausen Bahnhof";"3494052";"5533404";"8,91610767184821";"49,9370087181033";"DADLAND";"1";"01.01.1995";"null";"1";"Hessen";"Darmstadt";"Darmstadt-Dieburg";"Babenhausen";"Hergershausen";"06";"4";"32";"002";"040"
"3024967";"24967";"de:06432:24967";"Jahnstraße";"Babenhausen-Hergershausen Jahnstraße";"3493788";"5533695";"8,91242554833741";"49,9396222649863";"DADLAND";"0";"01.01.1995";"null";"1";"Hessen";"Darmstadt";"Darmstadt-Dieburg";"Babenhausen";"Hergershausen";"06";"4";"32";"002";"040"
"3024942";"24942";"de:06432:24942";"Schule";"Babenhausen-Hergershausen Schule";"3493862";"5533861";"8,9134537410061";"49,9411154609439";"DADLAND";"0";"01.01.1995";"null";"1";"Hessen";"Darmstadt";"Darmstadt-Dieburg";"Babenhausen";"Hergershausen";"06";"4";"32";"002";"040"
"3011236";"11236";"de:06432:11236";"Babenhausen Langstadt Bahnhof";"Babenhausen Langstadt Bahnhof";"3496177";"5531738";"8,94572472830661";"49,9220479285704";"DADLAND";"1";"01.01.1995";"null";"1";"Hessen";"Darmstadt";"Darmstadt-Dieburg";"Babenhausen";"Langstadt";"06";"4";"32";"002";"050"
"3024923";"24923";"de:06432:24923";"Bahnübergang";"Babenhausen-Langstadt Bahnübergang";"3496253";"5531907";"8,94678139870824";"49,9235678183719";"DADLAND";"0";"01.01.1995";"null";"1";"Hessen";"Darmstadt";"Darmstadt-Dieburg";"Babenhausen";"Langstadt";"06";"4";"32";"002";"050"
"3024293";"24293";"de:06432:24293";"Breuberger Weg";"Babenhausen-Langstadt Breuberger Weg";"3496664";"5531889";"8,95250503599837";"49,9234084420457";"DADLAND";"0";"01.01.1995";"null";"1";"Hessen";"Darmstadt";"Darmstadt-Dieburg";"Babenhausen";"Langstadt";"06";"4";"32";"002";"050"
"3024887";"24887";"de:06432:24887";"Markwaldschule";"Babenhausen-Langstadt Markwaldschule";"3496702";"5531744";"8,95303546190521";"49,9221050228892";"DADLAND";"0";"01.01.1995";"null";"1";"Hessen";"Darmstadt";"Darmstadt-Dieburg";"Babenhausen";"Langstadt";"06";"4";"32";"002";"050"
"3024881";"24881";"de:06432:24881";"Feldstraße";"Babenhausen-Sickenhofen Feldstraße";"3495233";"5534382";"8,93254638199075";"49,9458121001782";"DADLAND";"0";"01.01.1995";"null";"1";"Hessen";"Darmstadt";"Darmstadt-Dieburg";"Babenhausen";"Sickenhofen";"06";"4";"32";"002";"060"
"3015872";"15872";"de:06432:15872";"Kirche";"Babenhausen-Sickenhofen Kirche";"3494998";"5534793";"8,92926696415306";"49,9495052722049";"DADLAND";"0";"01.01.1995";"null";"1";"Hessen";"Darmstadt";"Darmstadt-Dieburg";"Babenhausen";"Sickenhofen";"06";"4";"32";"002";"060"
"3024103";"24103";"de:06432:24103";"August-Bebel-Straße";"Bickenbach August-Bebel-Straße";"3472063";"5513205";"8,61127039550724";"49,7547857316803";"DADLAND";"0";"01.01.1995";"null";"1";"Hessen";"Darmstadt";"Darmstadt-Dieburg";"Bickenbach";"Bickenbach";"06";"4";"32";"003";"000"
"3011251";"11251";"de:06432:11251";"Bahnhof";"Bickenbach Bahnhof";"3471549";"5513801";"8,60409404825005";"49,7601200226406";"DADLAND";"1";"01.01.1995";"null";"1";"Hessen";"Darmstadt";"Darmstadt-Dieburg";"Bickenbach";"Bickenbach";"06";"4";"32";"003";"000"
"3015931";"15931";"de:06432:15931";"Berliner Straße";"Bickenbach Berliner Straße";"3472204";"5512853";"8,61325218421804";"49,7516275690051";"DADLAND";"0";"01.01.1995";"null";"1";"Hessen";"Darmstadt";"Darmstadt-Dieburg";"Bickenbach";"Bickenbach";"06";"4";"32";"003";"000"
"3040257";"40257";"de:06432:40257";"Berta-Benz-Str. (SEV)";"Bickenbach Berta-Benz-Straße (SEV)";"3471332";"5513765";"8,60108505541955";"49,7597860473522";"DADLAND";"0";"27.03.2024";"null";"1";"Hessen";"Darmstadt";"Darmstadt-Dieburg";"Bickenbach";"Bickenbach";"06";"4";"32";"003";"000"
"3015966";"15966";"de:06432:15966";"Bürgerhaus";"Bickenbach Bürgerhaus";"3472426";"5513530";"8,61628474492322";"49,7577244490926";"DADLAND";"0";"01.01.1995";"null";"1";"Hessen";"Darmstadt";"Darmstadt-Dieburg";"Bickenbach";"Bickenbach";"06";"4";"32";"003";"000"
"3015940";"15940";"de:06432:15940";"Hartenauer Straße";"Bickenbach Hartenauer Straße";"3472020";"5513581";"8,6106466613277";"49,7581642038655";"DADLAND";"0";"01.01.1995";"null";"1";"Hessen";"Darmstadt";"Darmstadt-Dieburg";"Bickenbach";"Bickenbach";"06";"4";"32";"003";"000"
"3024106";"24106";"de:06432:24106";"Hügelstraße";"Bickenbach Hügelstraße";"3472475";"5512636";"8,61702795600689";"49,7496890727316";"DADLAND";"0";"01.01.1995";"null";"1";"Hessen";"Darmstadt";"Darmstadt-Dieburg";"Bickenbach";"Bickenbach";"06";"4";"32";"003";"000"
"3015929";"15929";"de:06432:15929";"Mitte";"Bickenbach Mitte";"3472108";"5513143";"8,61189930343874";"49,7542304031806";"DADLAND";"0";"01.01.1995";"null";"1";"Hessen";"Darmstadt";"Darmstadt-Dieburg";"Bickenbach";"Bickenbach";"06";"4";"32";"003";"000"
"3024104";"24104";"de:06432:24104";"Pfungstädter Straße";"Bickenbach Pfungstädter Straße";"3472116";"5513391";"8,61199255793346";"49,7564604485738";"DADLAND";"0";"01.01.1995";"null";"1";"Hessen";"Darmstadt";"Darmstadt-Dieburg";"Bickenbach";"Bickenbach";"06";"4";"32";"003";"000"
"3024843";"24843";"de:06432:24843";"Alte Mainzer Landstraße";"Dieburg Alte Mainzer Landstraße";"3487515";"5529118";"8,82518892643989";"49,8983741873932";"DADLAND";"0";"01.01.1995";"null";"1";"Hessen";"Darmstadt";"Darmstadt-Dieburg";"Dieburg";"Dieburg";"06";"4";"32";"004";"000"
"3024844";"24844";"de:06432:24844";"Altenheim";"Dieburg Altenheim";"3487832";"5529125";"8,82960084911855";"49,8984436646176";"DADLAND";"0";"01.01.1995";"null";"1";"Hessen";"Darmstadt";"Darmstadt-Dieburg";"Dieburg";"Dieburg";"06";"4";"32";"004";"000"
"3024894";"24894";"de:06432:24894";"Altheimer Straße";"Dieburg Altheimer Straße";"3489893";"5529733";"8,85827087432746";"49,9039483808763";"DADLAND";"0";"01.01.1995";"null";"1";"Hessen";"Darmstadt";"Darmstadt-Dieburg";"Dieburg";"Dieburg";"06";"4";"32";"004";"000"
"3024839";"24839";"de:06432:24839";"Altstadt";"Dieburg Altstadt";"3488821";"5529002";"8,84336977340124";"49,8973571595707";"DADLAND";"0";"01.01.1995";"null";"1";"Hessen";"Darmstadt";"Darmstadt-Dieburg";"Dieburg";"Dieburg";"06";"4";"32";"004";"000"
"3024897";"24897";"de:06432:24897";"Am Bauhof";"Dieburg Am Bauhof";"3488925";"5530013";"8,84478822129836";"49,9064485605419";"DADLAND";"0";"01.01.1995";"null";"1";"Hessen";"Darmstadt";"Darmstadt-Dieburg";"Dieburg";"Dieburg";"06";"4";"32";"004";"000"
"3024510";"24510";"de:06432:24510";"Am Rinkenbühl";"Dieburg Am Rinkenbühl";"3489432";"5528441";"8,85188913886749";"49,892324572213";"DADLAND";"0";"01.01.1995";"null";"1";"Hessen";"Darmstadt";"Darmstadt-Dieburg";"Dieburg";"Dieburg";"06";"4";"32";"004";"000"
"3024893";"24893";"de:06432:24893";"Am Schlangensee";"Dieburg Am Schlangensee";"3489578";"5529563";"8,85389065326088";"49,9024145663231";"DADLAND";"0";"01.01.1995";"null";"1";"Hessen";"Darmstadt";"Darmstadt-Dieburg";"Dieburg";"Dieburg";"06";"4";"32";"004";"000"
"3024508";"24508";"de:06432:24508";"Anglerheim";"Dieburg Anglerheim";"3488265";"5530347";"8,83559035011172";"49,909438794537";"DADLAND";"0";"01.01.1995";"null";"1";"Hessen";"Darmstadt";"Darmstadt-Dieburg";"Dieburg";"Dieburg";"06";"4";"32";"004";"000"
"3024845";"24845";"de:06432:24845";"Anna-Ulner-Straße";"Dieburg Anna-Ulner-Straße";"3487103";"5528771";"8,81946613354676";"49,8952457070267";"DADLAND";"0";"01.01.1995";"null";"1";"Hessen";"Darmstadt";"Darmstadt-Dieburg";"Dieburg";"Dieburg";"06";"4";"32";"004";"000"
"3024892";"24892";"de:06432:24892";"Aschaffenburger Straße";"Dieburg Aschaffenburger Straße";"3489214";"5529314";"8,84883088090327";"49,9001694477234";"DADLAND";"0";"01.01.1995";"null";"1";"Hessen";"Darmstadt";"Darmstadt-Dieburg";"Dieburg";"Dieburg";"06";"4";"32";"004";"000"
"3017579";"17579";"de:06432:17579";"Aubergenviller Allee";"Dieburg Aubergenviller Allee";"3488034";"5528645";"8,83242726635824";"49,8941322730792";"DADLAND";"0";"01.01.1995";"null";"1";"Hessen";"Darmstadt";"Darmstadt-Dieburg";"Dieburg";"Dieburg";"06";"4";"32";"004";"000"
"3024831";"24831";"de:06432:24831";"Auf der Leer";"Dieburg Auf der Leer";"3488253";"5529583";"8,83544656917039";"49,9025697736606";"DADLAND";"0";"01.01.1995";"null";"1";"Hessen";"Darmstadt";"Darmstadt-Dieburg";"Dieburg";"Dieburg";"06";"4";"32";"004";"000"
"3008456";"8456";"de:06432:8456";"Bahnhof";"Dieburg Bahnhof";"3488637";"5529664";"8,84078932707351";"49,9033054416829";"DADLAND";"1";"01.01.1995";"null";"1";"Hessen";"Darmstadt";"Darmstadt-Dieburg";"Dieburg";"Dieburg";"06";"4";"32";"004";"000"
"3024044";"24044";"de:06432:24044";"Brückenmühle";"Dieburg Brückenmühle";"3488344";"5528944";"8,8367325695737";"49,8968265853038";"DADLAND";"0";"11.12.2022";"null";"1";"Hessen";"Darmstadt";"Darmstadt-Dieburg";"Dieburg";"Dieburg";"06";"4";"32";"004";"000"
"3024857";"24857";"de:06432:24857";"Dammweg";"Dieburg Dammweg";"3489795";"5530096";"8,8568970969568";"49,9072102884213";"DADLAND";"0";"13.12.2015";"null";"1";"Hessen";"Darmstadt";"Darmstadt-Dieburg";"Dieburg";"Dieburg";"06";"4";"32";"004";"000"
"3024840";"24840";"de:06432:24840";"Darmstädter Straße";"Dieburg Darmstädter Straße";"3488260";"5529581";"8,8355440675805";"49,9025519302289";"DADLAND";"0";"01.01.1995";"null";"1";"Hessen";"Darmstadt";"Darmstadt-Dieburg";"Dieburg";"Dieburg";"06";"4";"32";"004";"000"
"3024859";"24859";"de:06432:24859";"Dieselstraße";"Dieburg Dieselstraße";"3490039";"5530447";"8,86028474597356";"49,9103700989315";"DADLAND";"0";"13.12.2015";"null";"1";"Hessen";"Darmstadt";"Darmstadt-Dieburg";"Dieburg";"Dieburg";"06";"4";"32";"004";"000"
"3015989";"15989";"de:06432:15989";"Friedhof";"Dieburg Friedhof";"3489265";"5529030";"8,84954865457251";"49,8976170442754";"DADLAND";"0";"01.01.1995";"null";"1";"Hessen";"Darmstadt";"Darmstadt-Dieburg";"Dieburg";"Dieburg";"06";"4";"32";"004";"000"
"3024595";"24595";"de:06432:24595";"Gabelsberger";"Dieburg Gabelsberger";"3489040";"5528618";"8,84642876083146";"49,8939088384147";"DADLAND";"0";"01.01.1995";"null";"1";"Hessen";"Darmstadt";"Darmstadt-Dieburg";"Dieburg";"Dieburg";"06";"4";"32";"004";"000"
"3024898";"24898";"de:06432:24898";"Gewerbestraße";"Dieburg Gewerbestraße";"3489192";"5530289";"8,84849732718918";"49,9089348496639";"DADLAND";"0";"01.01.1995";"null";"1";"Hessen";"Darmstadt";"Darmstadt-Dieburg";"Dieburg";"Dieburg";"06";"4";"32";"004";"000"
"3024890";"24890";"de:06432:24890";"Groß-Umstädter Straße";"Dieburg Groß-Umstädter Straße";"3489561";"5528774";"8,85367538135183";"49,8953207056342";"DADLAND";"0";"01.01.1995";"null";"1";"Hessen";"Darmstadt";"Darmstadt-Dieburg";"Dieburg";"Dieburg";"06";"4";"32";"004";"000"
"3008466";"8466";"de:06432:8466";"Groß-Zimmerner Straße";"Dieburg Groß-Zimmerner Straße";"3487988";"5528301";"8,83179778366648";"49,8910385917613";"DADLAND";"0";"01.01.1995";"null";"1";"Hessen";"Darmstadt";"Darmstadt-Dieburg";"Dieburg";"Dieburg";"06";"4";"32";"004";"000"
"3024891";"24891";"de:06432:24891";"Hallenbad";"Dieburg Hallenbad";"3489638";"5529148";"8,85473698424833";"49,8986845233677";"DADLAND";"0";"01.01.1995";"null";"1";"Hessen";"Darmstadt";"Darmstadt-Dieburg";"Dieburg";"Dieburg";"06";"4";"32";"004";"000"
"3008468";"8468";"de:06432:8468";"Hochschule Nord";"Dieburg Hochschule Nord";"3489600";"5529554";"8,85419712755848";"49,9023340349572";"DADLAND";"0";"01.01.1995";"null";"1";"Hessen";"Darmstadt";"Darmstadt-Dieburg";"Dieburg";"Dieburg";"06";"4";"32";"004";"000"
"3024960";"24960";"de:06432:24960";"Hochschule Süd";"Dieburg Hochschule Süd";"3489633";"5529279";"8,85466386914596";"49,8998622018299";"DADLAND";"0";"01.01.1995";"null";"1";"Hessen";"Darmstadt";"Darmstadt-Dieburg";"Dieburg";"Dieburg";"06";"4";"32";"004";"000"
"3024836";"24836";"de:06432:24836";"Holzhäuserweg";"Dieburg Holzhäuserweg";"3487947";"5529005";"8,83120522109726";"49,8973671288591";"DADLAND";"0";"01.01.1995";"null";"1";"Hessen";"Darmstadt";"Darmstadt-Dieburg";"Dieburg";"Dieburg";"06";"4";"32";"004";"000"
"3024856";"24856";"de:06432:24856";"Industriestraße";"Dieburg Industriestraße";"3489173";"5529875";"8,84824444845302";"49,9052124134424";"DADLAND";"0";"13.12.2015";"null";"1";"Hessen";"Darmstadt";"Darmstadt-Dieburg";"Dieburg";"Dieburg";"06";"4";"32";"004";"000"
"3024889";"24889";"de:06432:24889";"Johann-Sebastian-Bach-Straße";"Dieburg Johann-Sebastian-Bach-Straße";"3489333";"5528682";"8,85050471975384";"49,8944895420465";"DADLAND";"0";"01.01.1995";"null";"1";"Hessen";"Darmstadt";"Darmstadt-Dieburg";"Dieburg";"Dieburg";"06";"4";"32";"004";"000"
"3024966";"24966";"de:06432:24966";"Kauflandmarkt";"Dieburg Kauflandmarkt";"3488781";"5527912";"8,84284474571483";"49,8875566766779";"DADLAND";"0";"01.01.1995";"null";"1";"Hessen";"Darmstadt";"Darmstadt-Dieburg";"Dieburg";"Dieburg";"06";"4";"32";"004";"000"
"3024855";"24855";"de:06432:24855";"Kettelerstraße";"Dieburg Kettelerstraße";"3488779";"5528382";"8,84280324665493";"49,8917822139197";"DADLAND";"0";"01.01.1995";"null";"1";"Hessen";"Darmstadt";"Darmstadt-Dieburg";"Dieburg";"Dieburg";"06";"4";"32";"004";"000"
"3008469";"8469";"de:06432:8469";"Kirche";"Dieburg Kirche";"3488999";"5529259";"8,84583987310291";"49,8996710429619";"DADLAND";"0";"01.01.1995";"null";"1";"Hessen";"Darmstadt";"Darmstadt-Dieburg";"Dieburg";"Dieburg";"06";"4";"32";"004";"000"
"3017578";"17578";"de:06432:17578";"Klein-Zimmerner-Straße";"Dieburg Klein-Zimmerner-Straße";"3488763";"5528117";"8,84258829990162";"49,8893994085233";"DADLAND";"0";"01.01.1995";"null";"1";"Hessen";"Darmstadt";"Darmstadt-Dieburg";"Dieburg";"Dieburg";"06";"4";"32";"004";"000"
"3015869";"15869";"de:06432:15869";"Krankenhaus";"Dieburg Krankenhaus";"3488522";"5529359";"8,83919762194159";"49,9005611195813";"DADLAND";"0";"01.01.1995";"null";"1";"Hessen";"Darmstadt";"Darmstadt-Dieburg";"Dieburg";"Dieburg";"06";"4";"32";"004";"000"
"3024965";"24965";"de:06432:24965";"Kreisel/Rheingaustraße";"Dieburg Kreisel/Rheingaustraße";"3488063";"5528608";"8,83283201041813";"49,893800202197";"DADLAND";"0";"01.01.1995";"null";"1";"Hessen";"Darmstadt";"Darmstadt-Dieburg";"Dieburg";"Dieburg";"06";"4";"32";"004";"000"
"3017515";"17515";"de:06432:17515";"L 3114";"Dieburg L 3114";"3487966";"5528059";"8,83149917097179";"49,8888624287471";"DADLAND";"0";"01.01.1995";"null";"1";"Hessen";"Darmstadt";"Darmstadt-Dieburg";"Dieburg";"Dieburg";"06";"4";"32";"004";"000"
"3024895";"24895";"de:06432:24895";"Lagerstraße/Dammweg";"Dieburg Lagerstraße/Dammweg";"3489741";"5530025";"8,85614725331075";"49,9065710324555";"DADLAND";"0";"01.01.1995";"null";"1";"Hessen";"Darmstadt";"Darmstadt-Dieburg";"Dieburg";"Dieburg";"06";"4";"32";"004";"000"
"3024921";"24921";"de:06432:24921";"Lagerstraße/Dieselstraße";"Dieburg Lagerstraße/Dieselstraße";"3490044";"5530463";"8,86035394203871";"49,910514031345";"DADLAND";"0";"01.01.1995";"null";"1";"Hessen";"Darmstadt";"Darmstadt-Dieburg";"Dieburg";"Dieburg";"06";"4";"32";"004";"000"
